Random Test for smithy
    #####:  402:  for (i = 0; i < 25; i++) {
branch  0 never executed
branch  1 never executed
    #####:  403:      if (state->supplyCount[i] == 0) {
branch  0 never executed
branch  1 never executed
    #####:  404:        j++;
    #####:  405:      }
    #####:  406:  }
    #####:  407:  if ( j >= 3)
branch  0 never executed
branch  1 never executed
        -:  408:    {
    #####:  409:      return 1;
        -:  410:    }
        -:  411:
    #####:  412:  return 0;
    #####:  413:}
        -:  414:
function scoreFor called 0 returned 0% blocks executed 0%
        -:  415:int scoreFor (int player, struct gameState *state) {
        -:  416:
        -:  417:  int i;
    #####:  418:  int score = 0;
        -:  419:  //score from hand
    #####:  420:  for (i = 0; i < state->handCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  421:    {
    #####:  422:      if (state->hand[player][i] == curse) { score = score - 1; };
branch  0 never executed
branch  1 never executed
    #####:  423:      if (state->hand[player][i] == estate) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  424:      if (state->hand[player][i] == duchy) { score = score + 3; };
branch  0 never executed
branch  1 never executed
    #####:  425:      if (state->hand[player][i] == province) { score = score + 6; };
branch  0 never executed
branch  1 never executed
    #####:  426:      if (state->hand[player][i] == great_hall) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  427:      if (state->hand[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
branch  0 never executed
branch  1 never executed
    #####:  428:    }
        -:  429:
        -:  430:  //score from discard
    #####:  431:  for (i = 0; i < state->discardCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  432:    {
    #####:  433:      if (state->discard[player][i] == curse) { score = score - 1; };
branch  0 never executed
branch  1 never executed
    #####:  434:      if (state->discard[player][i] == estate) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  435:      if (state->discard[player][i] == duchy) { score = score + 3; };
branch  0 never executed
branch  1 never executed
    #####:  436:      if (state->discard[player][i] == province) { score = score + 6; };
branch  0 never executed
branch  1 never executed
    #####:  437:      if (state->discard[player][i] == great_hall) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  438:      if (state->discard[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
branch  0 never executed
branch  1 never executed
    #####:  439:    }
        -:  440:
        -:  441:  //score from deck
    #####:  442:  for (i = 0; i < state->discardCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  443:    {
    #####:  444:      if (state->deck[player][i] == curse) { score = score - 1; };
branch  0 never executed
branch  1 never executed
    #####:  445:      if (state->deck[player][i] == estate) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  446:      if (state->deck[player][i] == duchy) { score = score + 3; };
branch  0 never executed
branch  1 never executed
    #####:  447:      if (state->deck[player][i] == province) { score = score + 6; };
branch  0 never executed
branch  1 never executed
    #####:  448:      if (state->deck[player][i] == great_hall) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  449:      if (state->deck[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
branch  0 never executed
branch  1 never executed
    #####:  450:    }
        -:  451:
    #####:  452:  return score;
        -:  453:}
        -:  454:
function getWinners called 0 returned 0% blocks executed 0%
        -:  455:int getWinners(int players[MAX_PLAYERS], struct gameState *state) {
        -:  456:  int i;	
        -:  457:  int j;
        -:  458:  int highScore;
        -:  459:  int currentPlayer;
        -:  460:
        -:  461:  //get score for each player
    #####:  462:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  463:    {
        -:  464:      //set unused player scores to -9999
    #####:  465:      if (i >= state->numPlayers)
branch  0 never executed
branch  1 never executed
        -:  466:	{
    #####:  467:	  players[i] = -9999;
    #####:  468:	}
        -:  469:      else
        -:  470:	{
    #####:  471:	  players[i] = scoreFor (i, state);
        -:  472:	}
    #####:  473:    }
        -:  474:
        -:  475:  //find highest score
    #####:  476:  j = 0;
    #####:  477:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  478:    {
    #####:  479:      if (players[i] > players[j])
branch  0 never executed
branch  1 never executed
        -:  480:	{
    #####:  481:	  j = i;
    #####:  482:	}
    #####:  483:    }
    #####:  484:  highScore = players[j];
        -:  485:
        -:  486:  //add 1 to players who had less turns
    #####:  487:  currentPlayer = whoseTurn(state);
    #####:  488:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  489:    {
    #####:  490:      if ( players[i] == highScore && i > currentPlayer )
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -:  491:	{
    #####:  492:	  players[i]++;
    #####:  493:	}
    #####:  494:    }
        -:  495:
        -:  496:  //find new highest score
    #####:  497:  j = 0;
    #####:  498:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  499:    {
    #####:  500:      if ( players[i] > players[j] )
branch  0 never executed
branch  1 never executed
        -:  501:	{
    #####:  502:	  j = i;
    #####:  503:	}
    #####:  504:    }
    #####:  505:  highScore = players[j];
        -:  506:
        -:  507:  //set winners in array to 1 and rest to 0
    #####:  508:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  509:    {
    #####:  510:      if ( players[i] == highScore )
branch  0 never executed
branch  1 never executed
        -:  511:	{
    #####:  512:	  players[i] = 1;
    #####:  513:	}
        -:  514:      else
        -:  515:	{
    #####:  516:	  players[i] = 0;
        -:  517:	}
    #####:  518:    }
        -:  519:
    #####:  520:  return 0;
        -:  521:}
        -:  522:
function drawCard called 5472858 returned 100% blocks executed 75%
        -:  523:int drawCard(int player, struct gameState *state)
        -:  524:{	int count;
        -:  525:  int deckCounter;
  5472858:  526:  if (state->deckCount[player] <= 0){//Deck is empty
branch  0 taken 1%
branch  1 taken 99%
        -:  527:    
        -:  528:    //Step 1 Shuffle the discard pile back into a deck
        -:  529:    int i;
        -:  530:    //Move discard to deck
        6:  531:    for (i = 0; i < state->discardCount[player];i++){
branch  0 taken 0%
branch  1 taken 100%
    #####:  532:      state->deck[player][i] = state->discard[player][i];
    #####:  533:      state->discard[player][i] = -1;
    #####:  534:    }
        -:  535:
        3:  536:    state->deckCount[player] = state->discardCount[player];
        3:  537:    state->discardCount[player] = 0;//Reset discard
        -:  538:
        -:  539:    //Shufffle the deck
        3:  540:    shuffle(player, state);//Shuffle the deck up and make it so that we can draw
        -:  541:   
        -:  542:    if (DEBUG){//Debug statements
        -:  543:      printf("Deck count now: %d\n", state->deckCount[player]);
        -:  544:    }
        -:  545:    
        3:  546:    state->discardCount[player] = 0;
        -:  547:
        -:  548:    //Step 2 Draw Card
        3:  549:    count = state->handCount[player];//Get current player's hand count
        -:  550:    
        -:  551:    if (DEBUG){//Debug statements
        -:  552:      printf("Current hand count: %d\n", count);
        -:  553:    }
        -:  554:    
        3:  555:    deckCounter = state->deckCount[player];//Create a holder for the deck count
        -:  556:
        3:  557:    if (deckCounter == 0)
branch  0 taken 100%
branch  1 taken 0%
        3:  558:      return -1;
        -:  559:
    #####:  560:    state->hand[player][count] = state->deck[player][deckCounter - 1];//Add card to hand
    #####:  561:    state->deckCount[player]--;
    #####:  562:    state->handCount[player]++;//Increment hand count
    #####:  563:  }
        -:  564:
        -:  565:  else{
  5472855:  566:    int count = state->handCount[player];//Get current hand count for player
        -:  567:    int deckCounter;
        -:  568:    if (DEBUG){//Debug statements
        -:  569:      printf("Current hand count: %d\n", count);
        -:  570:    }
        -:  571:
  5472855:  572:    deckCounter = state->deckCount[player];//Create holder for the deck count
  5472855:  573:    state->hand[player][count] = state->deck[player][deckCounter - 1];//Add card to the hand
  5472855:  574:    state->deckCount[player]--;
  5472855:  575:    state->handCount[player]++;//Increment hand count
        -:  576:  }
        -:  577:
  5472855:  578:  return 0;
  5472858:  579:}
        -:  580:
function getCost called 0 returned 0% blocks executed 0%
        -:  581:int getCost(int cardNumber)
        -:  582:{
    #####:  583:  switch( cardNumber ) 
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
branch  4 never executed
branch  5 never executed
branch  6 never executed
branch  7 never executed
branch  8 never executed
branch  9 never executed
branch 10 never executed
branch 11 never executed
branch 12 never executed
branch 13 never executed
branch 14 never executed
branch 15 never executed
branch 16 never executed
branch 17 never executed
branch 18 never executed
branch 19 never executed
branch 20 never executed
branch 21 never executed
branch 22 never executed
branch 23 never executed
branch 24 never executed
branch 25 never executed
branch 26 never executed
branch 27 never executed
        -:  584:    {
        -:  585:    case curse:
    #####:  586:      return 0;
        -:  587:    case estate:
    #####:  588:      return 2;
        -:  589:    case duchy:
    #####:  590:      return 5;
        -:  591:    case province:
    #####:  592:      return 8;
        -:  593:    case copper:
    #####:  594:      return 0;
        -:  595:    case silver:
    #####:  596:      return 3;
        -:  597:    case gold:
    #####:  598:      return 6;
        -:  599:    case adventurer:
    #####:  600:      return 6;
        -:  601:    case council_room:
    #####:  602:      return 5;
        -:  603:    case feast:
    #####:  604:      return 4;
        -:  605:    case gardens:
    #####:  606:      return 4;
        -:  607:    case mine:
    #####:  608:      return 5;
        -:  609:    case remodel:
    #####:  610:      return 4;
        -:  611:    case smithy:
    #####:  612:      return 4;
        -:  613:    case village:
    #####:  614:      return 3;
        -:  615:    case baron:
    #####:  616:      return 4;
        -:  617:    case great_hall:
    #####:  618:      return 3;
        -:  619:    case minion:
    #####:  620:      return 5;
        -:  621:    case steward:
    #####:  622:      return 3;
        -:  623:    case tribute:
    #####:  624:      return 5;
        -:  625:    case ambassador:
    #####:  626:      return 3;
        -:  627:    case cutpurse:
    #####:  628:      return 4;
        -:  629:    case embargo: 
    #####:  630:      return 2;
        -:  631:    case outpost:
    #####:  632:      return 5;
        -:  633:    case salvager:
    #####:  634:      return 4;
        -:  635:    case sea_hag:
    #####:  636:      return 4;
        -:  637:    case treasure_map:
    #####:  638:      return 4;
        -:  639:    }
        -:  640:	
    #####:  641:  return -1;
    #####:  642:}
        -:  643:
function smithyEffect called 160235 returned 100% blocks executed 100%
        -:  644:int smithyEffect(struct gameState *state, int handPos, int currentPlayer) {
        -:  645:  int i;
        -:  646:  //+3 Cards
        -:  647:  // bug: add +4 instead of 3
  1602350:  648:  for (i = 0; i < 4; i++) {
branch  0 taken 80%
branch  1 taken 20%
   640940:  649:	  drawCard(currentPlayer, state);
   640940:  650:	}
        -:  651:  //discard card from hand
   160235:  652:  discardCard(handPos, currentPlayer, state, 0);
   160235:  653:  return 0;
        -:  654:}
        -:  655:
function adventurerEffect called 510010 returned 100% blocks executed 100%
        -:  656:int adventurerEffect(struct gameState *state, int currentPlayer, int drawntreasure, int z, int cardDrawn, int temphand[]) {
        -:  657:  // bug: drawntreasure should only be 2, instead it's 3
  3761406:  658:  while(drawntreasure<3){
branch  0 taken 73%
branch  1 taken 27%
  1370693:  659:    if (state->deckCount[currentPlayer] <1) {//if the deck is empty we need to shuffle discard and add to deck
branch  0 taken 1%
branch  1 taken 99%
        3:  660:      shuffle(currentPlayer, state);
        3:  661:    }
  1370693:  662:    drawCard(currentPlayer, state);
  1370693:  663:    cardDrawn = state->hand[currentPlayer][state->handCount[currentPlayer]-1];//top card of hand is most recently drawn card.
  2263245:  664:    if (cardDrawn == copper || cardDrawn == silver || cardDrawn == gold) {
branch  0 taken 33%
branch  1 taken 67%
branch  2 taken 100%
branch  3 taken 0%
branch  4 taken 0%
branch  5 taken 100%
        -:  665:      // printf("got treasure card\n");
   924417:  666:      drawntreasure++;
   924417:  667:    }
        -:  668:    else {
        -:  669:      // printf("adding to temphand\n");
   446276:  670:      temphand[z]=cardDrawn;
   446276:  671:      state->handCount[currentPlayer]--; //this should just remove the top card (the most recently drawn one).
   446276:  672:      z++;
        -:  673:    }
        -:  674:  }
  1912572:  675:  while(z-1>=0){
branch  0 taken 47%
branch  1 taken 53%
   446276:  676:    state->discard[currentPlayer][state->discardCount[currentPlayer]++]=temphand[z-1]; // discard all cards in play that have been drawn
   446276:  677:    z=z-1;
        -:  678:  }
   510010:  679:  return 0;
        -:  680:}
        -:  681:
function feastEffect called 0 returned 0% blocks executed 0%
